,req,reqId,reqPriority,reqSeverity,reqType
1254,Mac: Add AppleScript action to message filters,158019,--,normal,enhancement
1255,[Wayland] We need to implement PipeWire support,1496359,P3,normal,enhancement
1256,[Meta] Support RSAPSS,158750,P2,normal,enhancement
1257,[RFE]Option to stop animated images (on site-by-site basis),160678,P3,normal,enhancement
1259,"Maybe ""Save Page As"" could save as PDF (using Skia PDF)",162659,--,normal,enhancement
1269,Enable client/debugger/test/mochitest/browser_dbg_listtabs-01.js in e10s,1478237,P3,normal,enhancement
1270,`Sources` and QuickOpenModal should respect `Enable add-on debugging` setting,1518221,--,normal,enhancement
1271,Convert from reference by value to reference by ID - target_milestone,398740,--,normal,enhancement
1272,Ability to tie identities to folder hierarchies (namespaces),166293,--,normal,enhancement
1285,Ship support for exposing context paint from elements painting SVG images to the SVG,1351236,P3,normal,enhancement
1286,Possibility to attach a file to an event,168680,--,normal,enhancement
1290,[meta] preference panel for accessibility in mozilla/netscape,169045,--,normal,enhancement
1297,Cursor shape should reflect the type of link hovered on (e.g. pop-up/download/mailto...) (different cursors for links to new windows),169678,--,normal,enhancement
1304,Mozilla should support directly accessing Ximian Evolution's Address Book,170265,--,normal,enhancement
1306,Add a Bookmarks Toolbar or set bookmark root as `Personal Toolbar Folder'.,170994,--,normal,enhancement
1307,Sidebar of Mozilla can't interpret RSS/RDF,171453,--,normal,enhancement
1308,Improve loading of tree in storage inspector,1379102,P2,normal,enhancement
1309,Allow Bugzilla to work with Sybase,173130,P4,normal,enhancement
1316,Remove promises actor,1496025,P2,normal,enhancement
1317,Only update commands once per tab switch,1354564,--,normal,enhancement
1318,Only want certain people being able to modify TARGET MILESTONE,295338,--,normal,task
1319,Improve Filter log display format,174839,--,normal,enhancement
1320,Ability to select bugs in buglist to redisplay list with only those bugs,175416,--,normal,enhancement
1321,add marking junk mail support to news,179984,--,normal,enhancement
1323,Application panel: UX review,1459168,P3,normal,enhancement
1326,Ability to manually trust a cert in association with a given address,200862,--,normal,enhancement
1342,Run filter action after time delay of N days,183714,--,normal,enhancement
1343,"""Compact"" or ""Purge"" button",75927,--,normal,enhancement
1344,"""view"" dropdown should include ""Watched""",184231,--,normal,enhancement
1346,Allow multiple QAs,184962,--,normal,enhancement
1347,improve way to recognize URLs in messages,19251,P1,normal,enhancement
1348,Use native <option> UI with <rich-select> in the open state,1463554,P1,normal,enhancement
1349,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),185618,--,normal,enhancement
1355,Mail notification (biff) text should be customizable,188754,--,normal,enhancement
1358,have only one unique window for Mail with internal windows managed through tabs or internal taskbar,196760,--,normal,enhancement
1360,XULStore does useless main thread IO,1368567,--,normal,enhancement
1363,Improve NTLM auth UI (add domain field to auth prompt),199674,P3,normal,enhancement
1364,Don't eagerly initialize D3D11/D2D for WebRender content processes,1513308,P2,normal,enhancement
1365,"Add ability for new tabs to load a custom page on creation. Implement ""browser.newtab.url"".",200956,--,normal,enhancement
1366,Store the last database corruption time in prefs,1504977,P2,normal,enhancement
1369,"Proxy: IPv6: add support in ""No Proxy for """,201685,P3,normal,enhancement
1370,Publish/Retrieve freebusy aggregate calendar/file (.ifb/.vfb),205659,--,normal,enhancement
1375,"Incorporate thread views (""Watched Threads with Unread"", etc.) into MailViews dropdown list",207862,--,normal,enhancement
1378,Support read only filesystems and load params from db,208680,--,normal,enhancement
1379,Mail Client  has to remember last used encoding,208917,--,normal,enhancement
1381,"Mail/message listing/thread pane needs more organization in 3 vertical pane view (like Outlook, Lotus Notes et al.)",213945,--,normal,enhancement
1382,Cleanup service worker status detection when sw refactor is enabled,1524624,--,normal,enhancement
1383,[Tracker] Firefox Desktop Release Signing Overhaul,1471188,--,normal,enhancement
1398,Marketing site and sub-projects tracking bug,214064,--,normal,task
1400,"convert uses of ""defer"" to ""new Promise"" in client/canvasdebugger",1354883,P3,normal,enhancement
1401,Remove Profile Manager UI,214675,P3,normal,enhancement
1402,"Provide alternate method for bugzilla users to contact each other, prevent spam by not showing email addresses",215439,--,normal,enhancement
1405,email_in.pl should accept inline text attachments,215514,P4,normal,enhancement
1408,support X500 name chaining [NIST PKITS tests 4.3.3 4.3.4 4.3.5 4.3.10 4.3.11 fail],216123,P3,normal,enhancement
1409,Field names defined in field-descs template should be used everywhere,218746,--,normal,enhancement
1417,"RFE: Automatic paragraph direction of plain text (email, IRC messages, {optionally} textareas, etc.)",218823,--,normal,enhancement
1418,Store last scroll anchor position in writing-mode relative coordinates,1520344,P3,normal,enhancement
1419,Remove nsILocalFile,1375125,--,normal,enhancement
1421,implement content pseudo-class :contains(),221981,--,normal,enhancement
1422,Implement shader-based AV1 film grain,1494493,P3,normal,enhancement
1423,"Junk classification should execute on each message as it's received, not after all have been fetched.",223591,--,normal,enhancement
1424,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement
1426,"Add a ""bookmark"" item to the page action menu",1363183,P1,normal,enhancement
1427,Inspector should have an angle tooltip for css values as appropriate,711942,P3,normal,enhancement
1432,automatic login for HTTP authentication,223636,P5,normal,enhancement
1437,Deployments page & project,226876,--,normal,task
1439,devirtualize IProtocol::GetIPCChannel(),1448060,P3,normal,enhancement
1441,Better access to POP3/SMTP logging,229173,--,normal,enhancement
1442,ContentParent::AllocPPrintingParent() crashes easily under fuzzing,1455328,P1,normal,enhancement
1444,Bundle Plugins with Mozilla,229590,P3,normal,task
1447,offer an easy way to refer to a bug in another bugzilla (See Also),231429,P1,normal,enhancement
1464,API to hide the tabstrip,1332447,P3,normal,enhancement
1465,Upstream tests for Web animations <-> CSS animation integration to web-platform-tests,1466031,P3,normal,enhancement
1466,Create a reusable class to pass prefs to child processes,1484774,--,normal,enhancement
1467,Support clearing history for selected entries,1506126,P1,normal,enhancement
1468,Remove offlineapp binding,1448215,P1,normal,task
1469,Enable building gradient display items for nsDisplayBackgroundImage by default,1352654,--,normal,enhancement
1470,"[css-flexbox] handle table wrapper boxes as special flex items (allowed to flex/shrink, with possible extra reserved space for wrapper)",1456224,P3,normal,enhancement
1471,Consider assigning different sessions to separate containers,1524959,P4,normal,enhancement
1472,get rid of nsIDOMXULLabeledControlElement,1492046,P5,normal,task
1473,sort by watched threads and by date,231945,--,normal,enhancement
1475,Support nonblocking cert validation and revocation in libssl,234135,P2,normal,enhancement
1476,[BinAST] Benchmark for BinAST,1494678,--,normal,enhancement
1477,Remove dependency to devtools codebase from test_onGarbageCollection.html,1363539,--,normal,enhancement
1478,Chiclet animation for CFR,1484030,P1,normal,enhancement
1479,[meta] Tracking bug for perfteam work,1505256,P3,normal,enhancement
1481,"Add A ""Customize Known Networks List"" Function",239080,--,normal,enhancement
1482,Dictionary.app integration with contextual menu (the way Safari does it).,323556,--,normal,enhancement
1483,"Add View>Thread>As Conversation, flat ala groups.google.com/gmail.com",241197,--,normal,enhancement
1487,Need someway to enable toolbar button when first added by an addon,242071,--,normal,enhancement
1488,Hook ntdll!RtlDispatchAPC in order to capture APCs,1501717,P2,normal,enhancement
1489,"ability to freeze (and thaw) all page animation: GIFs, Flash, DHTML (e.g. to prevent ""DHTML popup ads"")",242237,--,normal,enhancement
1493,Add Applescript support and dictionary to Thunderbird,243543,--,normal,enhancement
1495,"Cannot change sort order of accounts (suggested fix: Implement ""Reorder accounts"" dialogue, accessible via menuitems from primary UI)",244347,--,normal,enhancement
1496,Do not add source note for useless expressions,1457365,P2,trivial,enhancement
1504,Audit and clean up Debugger preferences,1574539,P5,normal,task
1506,Remove app-info component registration,1508352,--,normal,enhancement
1507,Support timer delayed sending of message (msgs to go via outbox),246865,--,normal,enhancement
1509,"Statistics of incoming, sent, junk and more.",247361,--,normal,enhancement
1512,No sound on clicking links,248380,P5,normal,enhancement
1513,remove an individual (completed) action from activity manager by hitting the delete key,533641,--,normal,enhancement
1515,Avoid shifting the page when toolbars appear or disappear,248715,--,normal,enhancement
1516,Remove devtools/server/actors/object/long-string.js,1450977,P3,normal,enhancement
1518,Remove the Mac Flash sandbox code when Flash EOL's,1505543,P3,normal,enhancement
1519,Remove the XPCOM registration for nsDocumentEncoder,1504574,P2,normal,enhancement
1520,Ability to export/backup saved passwords,249801,P5,normal,enhancement
1521,Make the font preview UI more obvious,1446298,P2,normal,enhancement
1530,"Bright, clear focus appearance for HTML content on Win/GTK platforms",251198,--,normal,enhancement
1533,HTML5 drag and drop doesn't work,1515879,P2,normal,enhancement
1534,2.24ms uninterruptible reflow at handleEvent@chrome://browser/content/tabbrowser.xml:6224:19,1358391,P4,normal,enhancement
1535,Implement UrlbarInput::handleRevert and Escape key handling,1516088,P1,normal,enhancement
1536,"feature to suppress or route joins, leaves, kills, etc in Chatzilla (message filtering)",252848,--,normal,enhancement
1537,Add server status column,253554,--,normal,enhancement
1538,"[RFE] Allow edit in place any message (real edit, not ""edit as new"")",254739,--,normal,enhancement
1539,Permission Manager should not block the first window from painting,1363541,P2,normal,enhancement
1547,[META] Implement CSS ruby module,256274,--,normal,enhancement
1549,Implement DOM 3 Events,256333,P5,normal,enhancement
1550,Can't reliably connect Windows and Linux laptop to ATEM via Podium inputs in SFO Commons.,1100165,--,normal,task
1551,activity manager tracker [meta],257942,P2,normal,enhancement
1566,Get rid of nsIDOMMouseScrollEvent,1446850,P2,normal,enhancement
1567,automatic setting for default zoom level,422093,--,normal,enhancement
1577,Remove support for editable menulists,1457216,P1,normal,task
1578,default category selection when creating event/task,258298,--,normal,enhancement
1580,"Advanced ""Search Messages"" results should have a message preview pane",258371,--,normal,enhancement
1582,Don't create a bootstrap sandbox just to load WebExtensions,1365784,P1,normal,enhancement
