,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
0,1,0,requires,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,Call TabChild::MakeHidden and TabChild::MakeVisible for all oop-iframes when switching tabs,1518911,P3,normal,enhancement
0,1,0,requires,0,Handle MAX_MODIFY_ATTEMPTS exhausted in claimWork,1453310,P5,normal,enhancement,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement
0,1,0,similar,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,Extract tab bar visibility handling from the tabs binding,1448565,--,normal,task
1,1,0,similar,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,Re-investigate per-content process tempdirs,1506198,P2,normal,enhancement
2,1,0,similar,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,IPCPaymentCreateActionRequest.topLevelPrincipal can be removed?,1492596,P3,normal,enhancement
3,1,0,similar,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,Include osxspell with autocorrection and suggestions into Thunderbird,606156,--,normal,enhancement
4,1,0,similar,0,Ability to rearrange toolbars (by drag and drop),15322,--,normal,enhancement,Support async painting component-alpha layers,1386965,--,normal,enhancement
0,1,0,requires,0,should be a status whiteboard field on new bug form,16647,P3,normal,enhancement,retire the build-tools repo,1492541,--,normal,enhancement
0,1,0,requires,0,Use sharedData rather than initialProcessData for extension metadata,1470783,P1,normal,enhancement,should be a status whiteboard field on new bug form,16647,P3,normal,enhancement
0,1,0,similar,0,should be a status whiteboard field on new bug form,16647,P3,normal,enhancement,My suggestion to Thunderbird use wildcard in CUSTOM FILTER EXPRESSIONS,337229,--,normal,enhancement
0,1,0,requires,0,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement,[meta] Photon - Preference,1356269,--,normal,enhancement
1,1,0,requires,0,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement,add a test to measure how many layout flushes it takes for a simple location bar search,1356271,P1,normal,enhancement
0,1,0,requires,0,Enable search in multiple/all address books,170270,P2,normal,enhancement,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement
1,1,0,requires,0,Use .properties for the SVG elements summary tables on fr pages,1218861,--,normal,enhancement,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement
0,1,0,similar,0,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement,"No space for multiple Cell phone numbers, Nextel (other) direct talk numbers",446192,--,normal,enhancement
1,1,0,similar,0,[FEATURE] Add customizable header prefs,16904,--,normal,enhancement,Add Telemetry to know how many web audio is blocked,1512277,P2,normal,enhancement
0,1,0,requires,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,"[Mortar] [Windows] Implement Emf, PDFEngineExports and PdfPrintHelperWin",1345710,--,normal,enhancement
1,1,0,requires,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,CalDAV calendar discovery,965686,--,normal,enhancement
0,1,0,requires,0,Convert from reference by value to reference by ID - resolution,398741,--,normal,enhancement,Word-wrap text/plain content pref UI,16909,--,normal,enhancement
0,1,0,similar,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,privatebrowsing support for session api,1516704,P1,normal,enhancement
1,1,0,similar,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,Remove noTabReconfigureOnClose trait and client code to reconfigure on disconnect,1494288,--,normal,enhancement
2,1,0,similar,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,Clarify which HTML elements should be exposed through an API,1325754,P3,normal,enhancement
3,1,0,similar,0,Word-wrap text/plain content pref UI,16909,--,normal,enhancement,Update webrender to fb4b9342aa1b047ac46b89cb7a70987816bee686 (WR PR #3487),1518708,P3,normal,enhancement
0,1,0,requires,0,[wpt-sync] Sync PR 13362 - [WIP] ReadableStream @@asyncIterator tests,1496770,P4,normal,enhancement,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement
0,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,URLs reported to the console can be overly long,1493361,P1,normal,enhancement
1,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,feature request: get rid of ctrl-q (or allow me to disable it),189815,--,normal,enhancement
2,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,fix synthesized response tainting to make fetch spec,1369862,--,normal,enhancement
3,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,UnsafeGetReservedSlot not inlined for regexp methods when inlined from string methods,1383645,--,normal,enhancement
4,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,ChatZilla 1.0 Tracking,314617,--,normal,enhancement
5,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,Reduce GPU cache memory usage,1505449,P2,normal,enhancement
6,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,"Instrument inspection of ""Change throttling"" in RDM with event telemetry",1480762,P2,normal,enhancement
7,1,0,similar,0,Advanced Prefs - Edit *all* prefs using tree UI,17199,P3,normal,enhancement,"Suppress the ""What's new in OS X Yosemite"" notification",1121825,--,normal,task
0,1,0,requires,0,"Remove noscript/native only calls in nsIDocShell, replace with nsDocShell calls",1505653,P3,normal,enhancement,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement
1,1,0,requires,0,Disable extension devtools_page for private tabs when not allowed by users,1518486,P1,normal,enhancement,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement
2,1,0,requires,0,[Wayland/Clipboard] Clipboard minor fixes,1491824,--,normal,enhancement,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement
0,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Make nsNSSSocketInfo::IsAcceptableForHost work asynchronously on the socket process,1485652,P5,normal,enhancement
1,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,"Feature request: ""Apply filter when:  'After message is read' """,700227,--,normal,enhancement
2,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Add 'Web Developer' button to static hamburger menu,1354128,P1,normal,enhancement
3,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Update webrender to cf98ad4d63729c678a7575eb9bce36794da5e270,1468950,P3,normal,enhancement
4,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[Wayland] Don't use RGBA format for non-transparent surfaces,1470126,P2,normal,enhancement
5,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[de-xbl] port dialogheader binding removal (bug 1488807 ) to suite,1490979,--,normal,enhancement
6,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Implement browsingData.removeFormData WebExtension API method on android,1363004,P5,normal,enhancement
7,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Add wr support for nsDisplayButtonBoxShadowOuter,1392470,--,normal,enhancement
8,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,run program when new mail arrives,266093,--,normal,enhancement
9,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Turn on test_touch_action for webrender,1468694,--,normal,enhancement
10,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,redo reindexing history bookkeeping,917754,--,normal,task
11,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,"Omit ""https://""",1067293,P3,normal,task
12,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[meta] [Form Autofill] Implement heuristics,1333350,--,normal,task
13,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[meta] Port tests to the new implementation,1514162,P3,normal,task
14,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,blob-invalidation: hookup paint flashing,1450403,P2,normal,enhancement
15,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[postgres] Implement pagination,1487757,--,normal,enhancement
16,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Write a proposal for testing consumers/user metrics in glean,1509036,P1,normal,enhancement
17,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Tooltip placement should adjust for system cursor scaling,557754,P3,normal,enhancement
18,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Implement hook scripts for extension actions,416246,--,normal,enhancement
19,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Generalize junk filter into an automated incoming mail classificator,207609,--,normal,enhancement
20,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,[meta] Remove in-content XBL,1443836,P5,normal,task
21,1,0,similar,0,Ability to submit form in a new window / tab (when button is middle or right clicked),17754,P3,normal,enhancement,Get rid of nsIDOMXULCommandEvent,1446710,P2,normal,enhancement
0,1,0,requires,0,Two way LDAP replication (sync changes to server),17884,P3,normal,enhancement,Convert nsDisplayTextOverflowMarker to a WR display item,1351508,P3,normal,enhancement
0,1,0,requires,0,Support tables in plaintext output,18012,P3,normal,enhancement,REQUEST: option to apply message filters on multiple accounts within a single profile,413968,--,normal,enhancement
0,1,0,requires,0,[meta] Child process shutdown issues,1487112,--,normal,enhancement,Support tables in plaintext output,18012,P3,normal,enhancement
0,1,0,requires,0,[FEATURE] Gnome and KDE integration for new mail notification,18732,--,normal,enhancement,Enforce first-party isolation of alt-data created in the content process,1490461,P3,normal,enhancement
1,1,0,requires,0,[FEATURE] Gnome and KDE integration for new mail notification,18732,--,normal,enhancement,Remove XMLDocument's async IDL attribute,1328138,P3,normal,enhancement
0,1,0,requires,0,Remove nsIDOMWindowInternal,1375123,P3,normal,enhancement,[FEATURE] Gnome and KDE integration for new mail notification,18732,--,normal,enhancement
0,1,0,similar,0,[FEATURE] Gnome and KDE integration for new mail notification,18732,--,normal,enhancement,Implement color() from CSS Color Module Level 4,1352754,--,normal,enhancement
1,1,0,similar,0,[FEATURE] Gnome and KDE integration for new mail notification,18732,--,normal,enhancement,Ensure process switches are supported for ServiceWorker-intercepted channels,1522649,P2,normal,enhancement
